gene_name,gene_id,feature_type
CCNB1,ENSG00000134057,Gene Expression
CCNB2,ENSG00000157456,Gene Expression
CCNB3,ENSG00000147082,Gene Expression
CCND1,ENSG00000110092,Gene Expression
CCND2,ENSG00000118971,Gene Expression
CCND3,ENSG00000112576,Gene Expression
CCNDBP1,ENSG00000166946,Gene Expression
CCNE1,ENSG00000105173,Gene Expression
CCNO,ENSG00000152669,Gene Expression
CCNT1,ENSG00000129315,Gene Expression
CCNY,ENSG00000108100,Gene Expression
CCR1,ENSG00000163823,Gene Expression
CCR2,ENSG00000121807,Gene Expression
CCR3,ENSG00000183625,Gene Expression
CCR4,ENSG00000183813,Gene Expression
CCR5,ENSG00000160791,Gene Expression
CCR6,ENSG00000112486,Gene Expression
CCR7,ENSG00000126353,Gene Expression
CCR8,ENSG00000179934,Gene Expression
CCR9,ENSG00000173585,Gene Expression
CCRL2,ENSG00000121797,Gene Expression
CCT2,ENSG00000166226,Gene Expression
CCT3,ENSG00000163468,Gene Expression
CCT5,ENSG00000150753,Gene Expression
CCT6A,ENSG00000146731,Gene Expression
CCT7,ENSG00000135624,Gene Expression
CCT8,ENSG00000156261,Gene Expression
CD101,ENSG00000134256,Gene Expression
CD109,ENSG00000156535,Gene Expression
CD14,ENSG00000170458,Gene Expression
CD151,ENSG00000177697,Gene Expression
CD160,ENSG00000117281,Gene Expression
CD163,ENSG00000177575,Gene Expression
CD177,ENSG00000204936,Gene Expression
CD180,ENSG00000134061,Gene Expression
CD19,ENSG00000177455,Gene Expression
CD1A,ENSG00000158477,Gene Expression
CD1B,ENSG00000158485,Gene Expression
CD1C,ENSG00000158481,Gene Expression
CD1D,ENSG00000158473,Gene Expression
CD1E,ENSG00000158488,Gene Expression
CD2,ENSG00000116824,Gene Expression
CD200,ENSG00000091972,Gene Expression
CD207,ENSG00000116031,Gene Expression
CD209,ENSG00000090659,Gene Expression
CD22,ENSG00000012124,Gene Expression
CD226,ENSG00000150637,Gene Expression
CD244,ENSG00000122223,Gene Expression
CD247,ENSG00000198821,Gene Expression
CD248,ENSG00000174807,Gene Expression
CD27,ENSG00000139193,Gene Expression
CD274,ENSG00000120217,Gene Expression
CD276,ENSG00000103855,Gene Expression
CD28,ENSG00000178562,Gene Expression
CD2AP,ENSG00000198087,Gene Expression
CD2BP2,ENSG00000169217,Gene Expression
CD300A,ENSG00000167851,Gene Expression
CD300C,ENSG00000167850,Gene Expression
CD300E,ENSG00000186407,Gene Expression
CD302,ENSG00000241399,Gene Expression
CD320,ENSG00000167775,Gene Expression
CD33,ENSG00000105383,Gene Expression
CD34,ENSG00000174059,Gene Expression
CD36,ENSG00000135218,Gene Expression
CD38,ENSG00000004468,Gene Expression
CD3D,ENSG00000167286,Gene Expression
CD3E,ENSG00000198851,Gene Expression
CD3EAP,ENSG00000117877,Gene Expression
CD3G,ENSG00000160654,Gene Expression
CD4,ENSG00000010610,Gene Expression
CD40,ENSG00000101017,Gene Expression
CD40LG,ENSG00000102245,Gene Expression
CD44,ENSG00000026508,Gene Expression
CD46,ENSG00000117335,Gene Expression
CD47,ENSG00000196776,Gene Expression
CD5,ENSG00000110448,Gene Expression
CD55,ENSG00000196352,Gene Expression
CD58,ENSG00000116815,Gene Expression
CD59,ENSG00000085063,Gene Expression
CD5L,ENSG00000073754,Gene Expression
CD6,ENSG00000013725,Gene Expression
CD68,ENSG00000129226,Gene Expression
CD7,ENSG00000173762,Gene Expression
CD70,ENSG00000125726,Gene Expression
CD72,ENSG00000137101,Gene Expression
CD79A,ENSG00000105369,Gene Expression
CD79B,ENSG00000007312,Gene Expression
CD80,ENSG00000121594,Gene Expression
CD82,ENSG00000085117,Gene Expression
CD83,ENSG00000112149,Gene Expression
CD84,ENSG00000066294,Gene Expression
CD86,ENSG00000114013,Gene Expression
CD8A,ENSG00000153563,Gene Expression
CD8B,ENSG00000172116,Gene Expression
CD93,ENSG00000125810,Gene Expression
CD96,ENSG00000153283,Gene Expression
CD99,ENSG00000002586,Gene Expression
CDA,ENSG00000158825,Gene Expression
CDAN1,ENSG00000140326,Gene Expression
CDC123,ENSG00000151465,Gene Expression
CDC14A,ENSG00000079335,Gene Expression
CDC20,ENSG00000117399,Gene Expression
CDC25A,ENSG00000164045,Gene Expression
CDC25C,ENSG00000158402,Gene Expression
CDC27,ENSG00000004897,Gene Expression
CDC34,ENSG00000099804,Gene Expression
CDC37,ENSG00000105401,Gene Expression
CDC42,ENSG00000070831,Gene Expression
CDC42BPG,ENSG00000171219,Gene Expression
CDC6,ENSG00000094804,Gene Expression
CDC73,ENSG00000134371,Gene Expression
CDCA2,ENSG00000184661,Gene Expression
CDCA3,ENSG00000111665,Gene Expression
CDCA7L,ENSG00000164649,Gene Expression
CDCP1,ENSG00000163814,Gene Expression
CDH1,ENSG00000039068,Gene Expression
CDH11,ENSG00000140937,Gene Expression
CDH13,ENSG00000140945,Gene Expression
CDH16,ENSG00000166589,Gene Expression
CDH2,ENSG00000170558,Gene Expression
CDH22,ENSG00000149654,Gene Expression
CDH23,ENSG00000107736,Gene Expression
CDH3,ENSG00000062038,Gene Expression
CDH5,ENSG00000179776,Gene Expression
CDH6,ENSG00000113361,Gene Expression
CDH7,ENSG00000081138,Gene Expression
CDHR1,ENSG00000148600,Gene Expression
CDHR2,ENSG00000074276,Gene Expression
CDK1,ENSG00000170312,Gene Expression
CDK10,ENSG00000185324,Gene Expression
CDK14,ENSG00000058091,Gene Expression
CDK16,ENSG00000102225,Gene Expression
CDK17,ENSG00000059758,Gene Expression
CDK18,ENSG00000117266,Gene Expression
CDK2,ENSG00000123374,Gene Expression
CDK3,ENSG00000250506,Gene Expression
CDK4,ENSG00000135446,Gene Expression
CDK5,ENSG00000164885,Gene Expression
CDK5RAP1,ENSG00000101391,Gene Expression
CDK6,ENSG00000105810,Gene Expression
CDK7,ENSG00000134058,Gene Expression
CDK8,ENSG00000132964,Gene Expression
CDK9,ENSG00000136807,Gene Expression
CDKAL1,ENSG00000145996,Gene Expression
CDKL1,ENSG00000100490,Gene Expression
CDKL3,ENSG00000006837,Gene Expression
CDKN1A,ENSG00000124762,Gene Expression
CDKN1B,ENSG00000111276,Gene Expression
CDKN1C,ENSG00000129757,Gene Expression
CDKN2A,ENSG00000147889,Gene Expression
CDKN2AIP,ENSG00000168564,Gene Expression
CDKN2B,ENSG00000147883,Gene Expression
CDKN3,ENSG00000100526,Gene Expression
CDR2L,ENSG00000109089,Gene Expression
CDSN,ENSG00000204539,Gene Expression
CDV3,ENSG00000091527,Gene Expression
CDX1,ENSG00000113722,Gene Expression
CDX2,ENSG00000165556,Gene Expression
CEACAM1,ENSG00000079385,Gene Expression
CEACAM3,ENSG00000170956,Gene Expression
CEACAM8,ENSG00000124469,Gene Expression
CEBPA,ENSG00000245848,Gene Expression
CELSR1,ENSG00000075275,Gene Expression
CELSR2,ENSG00000143126,Gene Expression
CELSR3,ENSG00000008300,Gene Expression
CEMIP2,ENSG00000135048,Gene Expression
CENPA,ENSG00000115163,Gene Expression
CENPB,ENSG00000125817,Gene Expression
CENPF,ENSG00000117724,Gene Expression
CENPV,ENSG00000166582,Gene Expression
CEP112,ENSG00000154240,Gene Expression
CEP128,ENSG00000100629,Gene Expression
CEP170,ENSG00000143702,Gene Expression
CEP19,ENSG00000174007,Gene Expression
CEP44,ENSG00000164118,Gene Expression
CEP55,ENSG00000138180,Gene Expression
CEP85,ENSG00000130695,Gene Expression
CES1,ENSG00000198848,Gene Expression
CETP,ENSG00000087237,Gene Expression
CFAP20,ENSG00000070761,Gene Expression
CFAP43,ENSG00000197748,Gene Expression
CFAP46,ENSG00000171811,Gene Expression
CFAP47,ENSG00000165164,Gene Expression
CFB,ENSG00000243649,Gene Expression
CFC1,ENSG00000136698,Gene Expression
CFDP1,ENSG00000153774,Gene Expression
CFH,ENSG00000000971,Gene Expression
CFHR1,ENSG00000244414,Gene Expression
CFL2,ENSG00000165410,Gene Expression
CFLAR,ENSG00000003402,Gene Expression
CFP,ENSG00000126759,Gene Expression
CFTR,ENSG00000001626,Gene Expression
CGAS,ENSG00000164430,Gene Expression
CGB3,ENSG00000104827,Gene Expression
CGNL1,ENSG00000128849,Gene Expression
CGRRF1,ENSG00000100532,Gene Expression
CH25H,ENSG00000138135,Gene Expression
CHAD,ENSG00000136457,Gene Expression
CHAF1A,ENSG00000167670,Gene Expression
CHAMP1,ENSG00000198824,Gene Expression
CHD3,ENSG00000170004,Gene Expression
CHD5,ENSG00000116254,Gene Expression
CHD7,ENSG00000171316,Gene Expression
CHEK1,ENSG00000149554,Gene Expression
CHEK2,ENSG00000183765,Gene Expression
CHFR,ENSG00000072609,Gene Expression
CHI3L1,ENSG00000133048,Gene Expression
CHIT1,ENSG00000133063,Gene Expression
CHKA,ENSG00000110721,Gene Expression
CHODL,ENSG00000154645,Gene Expression
CHRAC1,ENSG00000104472,Gene Expression
CHRDL2,ENSG00000054938,Gene Expression
CHRM1,ENSG00000168539,Gene Expression
CHRM2,ENSG00000181072,Gene Expression
CHRM3,ENSG00000133019,Gene Expression
CHRM4,ENSG00000180720,Gene Expression
CHRM5,ENSG00000184984,Gene Expression
CHRNA2,ENSG00000120903,Gene Expression
CHRNA3,ENSG00000080644,Gene Expression
CHRNA4,ENSG00000101204,Gene Expression
CHRNA5,ENSG00000169684,Gene Expression
CHRNA6,ENSG00000147434,Gene Expression
CHRNA7,ENSG00000175344,Gene Expression
CHRNB1,ENSG00000170175,Gene Expression
CHRNB2,ENSG00000160716,Gene Expression
CHRNB3,ENSG00000147432,Gene Expression
CHRNB4,ENSG00000117971,Gene Expression
CHST8,ENSG00000124302,Gene Expression
CHUK,ENSG00000213341,Gene Expression
CIDEC,ENSG00000187288,Gene Expression
CIITA,ENSG00000179583,Gene Expression
CILP2,ENSG00000160161,Gene Expression
CINP,ENSG00000100865,Gene Expression
CIP2A,ENSG00000163507,Gene Expression
CISD2,ENSG00000145354,Gene Expression
CKAP2,ENSG00000136108,Gene Expression
CKAP4,ENSG00000136026,Gene Expression
CKAP5,ENSG00000175216,Gene Expression
CKS2,ENSG00000123975,Gene Expression
CLC,ENSG00000105205,Gene Expression
CLCN3,ENSG00000109572,Gene Expression
CLCN4,ENSG00000073464,Gene Expression
CLCN5,ENSG00000171365,Gene Expression
CLDN1,ENSG00000163347,Gene Expression
CLDN18,ENSG00000066405,Gene Expression
CLDN5,ENSG00000184113,Gene Expression
CLDN7,ENSG00000181885,Gene Expression
CLEC10A,ENSG00000132514,Gene Expression
CLEC12A,ENSG00000172322,Gene Expression
CLEC14A,ENSG00000176435,Gene Expression
CLEC16A,ENSG00000038532,Gene Expression
CLEC2A,ENSG00000188393,Gene Expression
CLEC4A,ENSG00000111729,Gene Expression
CLEC4C,ENSG00000198178,Gene Expression
CLEC4D,ENSG00000166527,Gene Expression
CLEC4E,ENSG00000166523,Gene Expression
CLEC4M,ENSG00000104938,Gene Expression
CLEC5A,ENSG00000258227,Gene Expression
CLEC6A,ENSG00000205846,Gene Expression
CLEC7A,ENSG00000172243,Gene Expression
CLEC9A,ENSG00000197992,Gene Expression
CLGN,ENSG00000153132,Gene Expression
CLIC3,ENSG00000169583,Gene Expression
CLIC4,ENSG00000169504,Gene Expression
CLIC6,ENSG00000159212,Gene Expression
CLK2,ENSG00000176444,Gene Expression
CLK3,ENSG00000179335,Gene Expression
CLK4,ENSG00000113240,Gene Expression
CLN3,ENSG00000188603,Gene Expression
CLN5,ENSG00000102805,Gene Expression
CLNK,ENSG00000109684,Gene Expression
CLOCK,ENSG00000134852,Gene Expression
CLPTM1L,ENSG00000049656,Gene Expression
CLPX,ENSG00000166855,Gene Expression
CLSTN1,ENSG00000171603,Gene Expression
CLSTN3,ENSG00000139182,Gene Expression
CLTC,ENSG00000141367,Gene Expression
CMA1,ENSG00000092009,Gene Expression
CMKLR1,ENSG00000174600,Gene Expression
CMSS1,ENSG00000184220,Gene Expression
CMTM5,ENSG00000166091,Gene Expression
CMTM8,ENSG00000170293,Gene Expression
CMYA5,ENSG00000164309,Gene Expression
CNDP1,ENSG00000150656,Gene Expression
CNGB1,ENSG00000070729,Gene Expression
CNGB3,ENSG00000170289,Gene Expression
CNIH4,ENSG00000143771,Gene Expression
CNKSR3,ENSG00000153721,Gene Expression
CNMD,ENSG00000136110,Gene Expression
CNN1,ENSG00000130176,Gene Expression
CNNM1,ENSG00000119946,Gene Expression
CNNM3,ENSG00000168763,Gene Expression
CNOT1,ENSG00000125107,Gene Expression
CNP,ENSG00000173786,Gene Expression
CNR1,ENSG00000118432,Gene Expression
CNR2,ENSG00000188822,Gene Expression
CNRIP1,ENSG00000119865,Gene Expression
CNST,ENSG00000162852,Gene Expression
CNTF,ENSG00000242689,Gene Expression
CNTLN,ENSG00000044459,Gene Expression
CNTN2,ENSG00000184144,Gene Expression
CNTN6,ENSG00000134115,Gene Expression
CNTNAP1,ENSG00000108797,Gene Expression
CNTNAP3,ENSG00000106714,Gene Expression
CNTNAP4,ENSG00000152910,Gene Expression
CNTROB,ENSG00000170037,Gene Expression
COASY,ENSG00000068120,Gene Expression
COBLL1,ENSG00000082438,Gene Expression
COCH,ENSG00000100473,Gene Expression
COIL,ENSG00000121058,Gene Expression
COL10A1,ENSG00000123500,Gene Expression
COL11A1,ENSG00000060718,Gene Expression
COL17A1,ENSG00000065618,Gene Expression
COL18A1,ENSG00000182871,Gene Expression
COL23A1,ENSG00000050767,Gene Expression
COL25A1,ENSG00000188517,Gene Expression
COL2A1,ENSG00000139219,Gene Expression
COL4A1,ENSG00000187498,Gene Expression
COL4A2,ENSG00000134871,Gene Expression
COL4A3,ENSG00000169031,Gene Expression
COL4A4,ENSG00000081052,Gene Expression
COL4A5,ENSG00000188153,Gene Expression
COL5A1,ENSG00000130635,Gene Expression
COL5A2,ENSG00000204262,Gene Expression
COL7A1,ENSG00000114270,Gene Expression
COLEC12,ENSG00000158270,Gene Expression
COLQ,ENSG00000206561,Gene Expression
COMP,ENSG00000105664,Gene Expression
COMT,ENSG00000093010,Gene Expression
COPS5,ENSG00000121022,Gene Expression
COQ8A,ENSG00000163050,Gene Expression
CORIN,ENSG00000145244,Gene Expression
CORO1B,ENSG00000172725,Gene Expression
CORO1C,ENSG00000110880,Gene Expression
CORT,ENSG00000241563,Gene Expression
CP,ENSG00000047457,Gene Expression
CPA3,ENSG00000163751,Gene Expression
CPA4,ENSG00000128510,Gene Expression
CPA5,ENSG00000158525,Gene Expression
CPA6,ENSG00000165078,Gene Expression
CPB2,ENSG00000080618,Gene Expression
CPEB1,ENSG00000214575,Gene Expression
CPEB2,ENSG00000137449,Gene Expression
CPEB3,ENSG00000107864,Gene Expression
CPLX3,ENSG00000213578,Gene Expression
CPNE9,ENSG00000144550,Gene Expression
CPS1,ENSG00000021826,Gene Expression
CPSF6,ENSG00000111605,Gene Expression
CPT1A,ENSG00000110090,Gene Expression
CPVL,ENSG00000106066,Gene Expression
CPXM2,ENSG00000121898,Gene Expression
CPZ,ENSG00000109625,Gene Expression
CR1,ENSG00000203710,Gene Expression
CR2,ENSG00000117322,Gene Expression
CRB2,ENSG00000148204,Gene Expression
CREB1,ENSG00000118260,Gene Expression
CREB3,ENSG00000107175,Gene Expression
CREB5,ENSG00000146592,Gene Expression
CREBBP,ENSG00000005339,Gene Expression
CREG1,ENSG00000143162,Gene Expression
CREG2,ENSG00000175874,Gene Expression
CRH,ENSG00000147571,Gene Expression
CRHBP,ENSG00000145708,Gene Expression
CRHR1,ENSG00000120088,Gene Expression
CRHR2,ENSG00000106113,Gene Expression
CRIPT,ENSG00000119878,Gene Expression
CRISPLD2,ENSG00000103196,Gene Expression
CRK,ENSG00000167193,Gene Expression
CRKL,ENSG00000099942,Gene Expression
CRNDE,ENSG00000245694,Gene Expression
CRNN,ENSG00000143536,Gene Expression
CRTAC1,ENSG00000095713,Gene Expression
CRTAM,ENSG00000109943,Gene Expression
CRY2,ENSG00000121671,Gene Expression
CRYAA,ENSG00000160202,Gene Expression
CRYBB3,ENSG00000100053,Gene Expression
CRYBG1,ENSG00000112297,Gene Expression
CRYBG3,ENSG00000080200,Gene Expression
CRYGC,ENSG00000163254,Gene Expression
CRYGS,ENSG00000213139,Gene Expression
CRYZ,ENSG00000116791,Gene Expression
CRYZL1,ENSG00000205758,Gene Expression
CSE1L,ENSG00000124207,Gene Expression
CSF1,ENSG00000184371,Gene Expression
CSF1R,ENSG00000182578,Gene Expression
CSF2,ENSG00000164400,Gene Expression
CSF2RA,ENSG00000198223,Gene Expression
CSF2RB,ENSG00000100368,Gene Expression
CSF3,ENSG00000108342,Gene Expression
CSF3R,ENSG00000119535,Gene Expression
CSK,ENSG00000103653,Gene Expression
CSNK1A1,ENSG00000113712,Gene Expression
CSNK1A1L,ENSG00000180138,Gene Expression
CSNK1E,ENSG00000213923,Gene Expression
CSNK1G1,ENSG00000169118,Gene Expression
CSNK2A1,ENSG00000101266,Gene Expression
CSNK2A2,ENSG00000070770,Gene Expression
CSNK2B,ENSG00000204435,Gene Expression
CSPG4,ENSG00000173546,Gene Expression
CSPP1,ENSG00000104218,Gene Expression
CSRP1,ENSG00000159176,Gene Expression
CSRP3,ENSG00000129170,Gene Expression
CST1,ENSG00000170373,Gene Expression
CST2,ENSG00000170369,Gene Expression
CST4,ENSG00000101441,Gene Expression
CST5,ENSG00000170367,Gene Expression
CST7,ENSG00000077984,Gene Expression
CTAG1B,ENSG00000184033,Gene Expression
CTBP1,ENSG00000159692,Gene Expression
CTBP2,ENSG00000175029,Gene Expression
CTCF,ENSG00000102974,Gene Expression
CTCFL,ENSG00000124092,Gene Expression
CTDSPL,ENSG00000144677,Gene Expression
CTH,ENSG00000116761,Gene Expression
CTHRC1,ENSG00000164932,Gene Expression
CTLA4,ENSG00000163599,Gene Expression
CTNNA1,ENSG00000044115,Gene Expression
CTNNAL1,ENSG00000119326,Gene Expression
CTNNB1,ENSG00000168036,Gene Expression
CTNND1,ENSG00000198561,Gene Expression
CTNND2,ENSG00000169862,Gene Expression
CTRL,ENSG00000141086,Gene Expression
CTSA,ENSG00000064601,Gene Expression
CTSC,ENSG00000109861,Gene Expression
CTSG,ENSG00000100448,Gene Expression
CTSH,ENSG00000103811,Gene Expression
CTSK,ENSG00000143387,Gene Expression
CTSL,ENSG00000135047,Gene Expression
CTTN,ENSG00000085733,Gene Expression
CTTNBP2NL,ENSG00000143079,Gene Expression
CTXN3,ENSG00000205279,Gene Expression
CTXND1,ENSG00000259417,Gene Expression
CUBN,ENSG00000107611,Gene Expression
CUEDC2,ENSG00000107874,Gene Expression
CUL1,ENSG00000055130,Gene Expression
CUL2,ENSG00000108094,Gene Expression
CUL3,ENSG00000036257,Gene Expression
CUL4A,ENSG00000139842,Gene Expression
CUL4B,ENSG00000158290,Gene Expression
CUL5,ENSG00000166266,Gene Expression
CUTA,ENSG00000112514,Gene Expression
CUX2,ENSG00000111249,Gene Expression
CUZD1,ENSG00000138161,Gene Expression
CX3CL1,ENSG00000006210,Gene Expression
CX3CR1,ENSG00000168329,Gene Expression
CXADR,ENSG00000154639,Gene Expression
CXCL10,ENSG00000169245,Gene Expression
CXCL11,ENSG00000169248,Gene Expression
CXCL12,ENSG00000107562,Gene Expression
CXCL13,ENSG00000156234,Gene Expression
CXCL14,ENSG00000145824,Gene Expression
CXCL16,ENSG00000161921,Gene Expression
CXCL2,ENSG00000081041,Gene Expression
CXCL3,ENSG00000163734,Gene Expression
CXCL5,ENSG00000163735,Gene Expression
CXCL6,ENSG00000124875,Gene Expression
CXCL8,ENSG00000169429,Gene Expression
CXCL9,ENSG00000138755,Gene Expression
CXCR1,ENSG00000163464,Gene Expression
CXCR2,ENSG00000180871,Gene Expression
CXCR3,ENSG00000186810,Gene Expression
CXCR4,ENSG00000121966,Gene Expression
CXCR5,ENSG00000160683,Gene Expression
CXCR6,ENSG00000172215,Gene Expression
CYBA,ENSG00000051523,Gene Expression
CYBB,ENSG00000165168,Gene Expression
CYBC1,ENSG00000178927,Gene Expression
CYCS,ENSG00000172115,Gene Expression
CYFIP2,ENSG00000055163,Gene Expression
CYHR1,ENSG00000187954,Gene Expression
CYLD,ENSG00000083799,Gene Expression
CYP11A1,ENSG00000140459,Gene Expression
CYP11B2,ENSG00000179142,Gene Expression
CYP17A1,ENSG00000148795,Gene Expression
CYP19A1,ENSG00000137869,Gene Expression
CYP1A1,ENSG00000140465,Gene Expression
CYP1A2,ENSG00000140505,Gene Expression
CYP1B1,ENSG00000138061,Gene Expression
CYP20A1,ENSG00000119004,Gene Expression
CYP24A1,ENSG00000019186,Gene Expression
CYP27A1,ENSG00000135929,Gene Expression
CYP27B1,ENSG00000111012,Gene Expression
CYP2A6,ENSG00000255974,Gene Expression
CYP2C19,ENSG00000165841,Gene Expression
CYP2C8,ENSG00000138115,Gene Expression
CYP2C9,ENSG00000138109,Gene Expression
CYP2D6,ENSG00000100197,Gene Expression
CYP2J2,ENSG00000134716,Gene Expression
CYP3A5,ENSG00000106258,Gene Expression
CYP46A1,ENSG00000036530,Gene Expression
CYP4B1,ENSG00000142973,Gene Expression
CYP4F2,ENSG00000186115,Gene Expression
CYP7A1,ENSG00000167910,Gene Expression
CYREN,ENSG00000122783,Gene Expression
CYSLTR1,ENSG00000173198,Gene Expression
CYSLTR2,ENSG00000152207,Gene Expression
CYTH2,ENSG00000105443,Gene Expression
CYTOR,ENSG00000222041,Gene Expression
DAB1,ENSG00000173406,Gene Expression
DAB2,ENSG00000153071,Gene Expression
DACH1,ENSG00000276644,Gene Expression
DACH2,ENSG00000126733,Gene Expression
DACT2,ENSG00000164488,Gene Expression
DAG1,ENSG00000173402,Gene Expression
DAO,ENSG00000110887,Gene Expression
DAOA,ENSG00000182346,Gene Expression
DAP,ENSG00000112977,Gene Expression
DAP3,ENSG00000132676,Gene Expression
DAPK1,ENSG00000196730,Gene Expression
DAXX,ENSG00000204209,Gene Expression
DAZAP1,ENSG00000071626,Gene Expression
DAZAP2,ENSG00000183283,Gene Expression
DAZL,ENSG00000092345,Gene Expression
DBN1,ENSG00000113758,Gene Expression
DBR1,ENSG00000138231,Gene Expression
DCAF1,ENSG00000145041,Gene Expression
DCDC1,ENSG00000170959,Gene Expression
DCLK1,ENSG00000133083,Gene Expression
DCT,ENSG00000080166,Gene Expression
DCTN1,ENSG00000204843,Gene Expression
DCX,ENSG00000077279,Gene Expression
DDB1,ENSG00000167986,Gene Expression
DDB2,ENSG00000134574,Gene Expression
DDC,ENSG00000132437,Gene Expression
DDI2,ENSG00000197312,Gene Expression
DDIT3,ENSG00000175197,Gene Expression
DDIT4L,ENSG00000145358,Gene Expression
DDR1,ENSG00000204580,Gene Expression
DDR2,ENSG00000162733,Gene Expression
DDX1,ENSG00000079785,Gene Expression
DDX10,ENSG00000178105,Gene Expression
DDX19A,ENSG00000168872,Gene Expression
DDX20,ENSG00000064703,Gene Expression
DDX21,ENSG00000165732,Gene Expression
DDX25,ENSG00000109832,Gene Expression
DDX27,ENSG00000124228,Gene Expression
DDX28,ENSG00000182810,Gene Expression
DDX31,ENSG00000125485,Gene Expression
DDX39B,ENSG00000198563,Gene Expression
DDX3X,ENSG00000215301,Gene Expression
DDX3Y,ENSG00000067048,Gene Expression
DDX43,ENSG00000080007,Gene Expression
DDX50,ENSG00000107625,Gene Expression
DDX51,ENSG00000185163,Gene Expression
