gene_name,gene_id,feature_type,id_class
DeprecatedCodeword_16291,DeprecatedCodeword_16291,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16293,DeprecatedCodeword_16293,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_1631,DeprecatedCodeword_1631,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16310,DeprecatedCodeword_16310,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16315,DeprecatedCodeword_16315,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16316,DeprecatedCodeword_16316,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16332,DeprecatedCodeword_16332,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16337,DeprecatedCodeword_16337,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16345,DeprecatedCodeword_16345,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16349,DeprecatedCodeword_16349,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16352,DeprecatedCodeword_16352,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16354,DeprecatedCodeword_16354,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16363,DeprecatedCodeword_16363,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16371,DeprecatedCodeword_16371,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_1638,DeprecatedCodeword_1638,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16380,DeprecatedCodeword_16380,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16381,DeprecatedCodeword_16381,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16385,DeprecatedCodeword_16385,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16386,DeprecatedCodeword_16386,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16388,DeprecatedCodeword_16388,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16391,DeprecatedCodeword_16391,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16405,DeprecatedCodeword_16405,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16406,DeprecatedCodeword_16406,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16416,DeprecatedCodeword_16416,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16417,DeprecatedCodeword_16417,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16418,DeprecatedCodeword_16418,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16419,DeprecatedCodeword_16419,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16427,DeprecatedCodeword_16427,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16428,DeprecatedCodeword_16428,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16434,DeprecatedCodeword_16434,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16441,DeprecatedCodeword_16441,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16444,DeprecatedCodeword_16444,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16448,DeprecatedCodeword_16448,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16466,DeprecatedCodeword_16466,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16469,DeprecatedCodeword_16469,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16476,DeprecatedCodeword_16476,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16478,DeprecatedCodeword_16478,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16484,DeprecatedCodeword_16484,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16487,DeprecatedCodeword_16487,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16488,DeprecatedCodeword_16488,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16489,DeprecatedCodeword_16489,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16492,DeprecatedCodeword_16492,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16502,DeprecatedCodeword_16502,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16506,DeprecatedCodeword_16506,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16509,DeprecatedCodeword_16509,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16514,DeprecatedCodeword_16514,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16529,DeprecatedCodeword_16529,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16530,DeprecatedCodeword_16530,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16531,DeprecatedCodeword_16531,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16544,DeprecatedCodeword_16544,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16547,DeprecatedCodeword_16547,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16550,DeprecatedCodeword_16550,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16554,DeprecatedCodeword_16554,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16558,DeprecatedCodeword_16558,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_1656,DeprecatedCodeword_1656,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16565,DeprecatedCodeword_16565,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16573,DeprecatedCodeword_16573,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_1658,DeprecatedCodeword_1658,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16582,DeprecatedCodeword_16582,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16583,DeprecatedCodeword_16583,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16584,DeprecatedCodeword_16584,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_1659,DeprecatedCodeword_1659,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16593,DeprecatedCodeword_16593,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16610,DeprecatedCodeword_16610,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16612,DeprecatedCodeword_16612,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16618,DeprecatedCodeword_16618,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16620,DeprecatedCodeword_16620,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16623,DeprecatedCodeword_16623,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16624,DeprecatedCodeword_16624,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16625,DeprecatedCodeword_16625,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16627,DeprecatedCodeword_16627,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16638,DeprecatedCodeword_16638,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16651,DeprecatedCodeword_16651,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16658,DeprecatedCodeword_16658,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16659,DeprecatedCodeword_16659,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16661,DeprecatedCodeword_16661,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16674,DeprecatedCodeword_16674,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16684,DeprecatedCodeword_16684,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16685,DeprecatedCodeword_16685,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16691,DeprecatedCodeword_16691,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16692,DeprecatedCodeword_16692,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16696,DeprecatedCodeword_16696,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_167,DeprecatedCodeword_167,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16700,DeprecatedCodeword_16700,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16701,DeprecatedCodeword_16701,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16710,DeprecatedCodeword_16710,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16715,DeprecatedCodeword_16715,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16724,DeprecatedCodeword_16724,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_1673,DeprecatedCodeword_1673,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16731,DeprecatedCodeword_16731,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16736,DeprecatedCodeword_16736,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16739,DeprecatedCodeword_16739,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16742,DeprecatedCodeword_16742,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16749,DeprecatedCodeword_16749,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16750,DeprecatedCodeword_16750,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16751,DeprecatedCodeword_16751,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16752,DeprecatedCodeword_16752,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16755,DeprecatedCodeword_16755,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16756,DeprecatedCodeword_16756,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16764,DeprecatedCodeword_16764,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16772,DeprecatedCodeword_16772,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16792,DeprecatedCodeword_16792,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16798,DeprecatedCodeword_16798,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_168,DeprecatedCodeword_168,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16800,DeprecatedCodeword_16800,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16802,DeprecatedCodeword_16802,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16807,DeprecatedCodeword_16807,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16808,DeprecatedCodeword_16808,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16809,DeprecatedCodeword_16809,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_1681,DeprecatedCodeword_1681,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16816,DeprecatedCodeword_16816,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16825,DeprecatedCodeword_16825,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16826,DeprecatedCodeword_16826,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16827,DeprecatedCodeword_16827,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16828,DeprecatedCodeword_16828,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16830,DeprecatedCodeword_16830,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16839,DeprecatedCodeword_16839,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16843,DeprecatedCodeword_16843,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16845,DeprecatedCodeword_16845,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16849,DeprecatedCodeword_16849,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16852,DeprecatedCodeword_16852,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16854,DeprecatedCodeword_16854,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16867,DeprecatedCodeword_16867,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_1687,DeprecatedCodeword_1687,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16871,DeprecatedCodeword_16871,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16876,DeprecatedCodeword_16876,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16887,DeprecatedCodeword_16887,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_1690,DeprecatedCodeword_1690,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16909,DeprecatedCodeword_16909,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_1691,DeprecatedCodeword_1691,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16910,DeprecatedCodeword_16910,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16915,DeprecatedCodeword_16915,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16924,DeprecatedCodeword_16924,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16930,DeprecatedCodeword_16930,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16932,DeprecatedCodeword_16932,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16947,DeprecatedCodeword_16947,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16950,DeprecatedCodeword_16950,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16955,DeprecatedCodeword_16955,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16956,DeprecatedCodeword_16956,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16958,DeprecatedCodeword_16958,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_1696,DeprecatedCodeword_1696,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16964,DeprecatedCodeword_16964,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16968,DeprecatedCodeword_16968,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16969,DeprecatedCodeword_16969,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16971,DeprecatedCodeword_16971,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16976,DeprecatedCodeword_16976,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16979,DeprecatedCodeword_16979,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16991,DeprecatedCodeword_16991,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16994,DeprecatedCodeword_16994,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_16998,DeprecatedCodeword_16998,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_170,DeprecatedCodeword_170,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17002,DeprecatedCodeword_17002,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17004,DeprecatedCodeword_17004,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17006,DeprecatedCodeword_17006,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17035,DeprecatedCodeword_17035,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17036,DeprecatedCodeword_17036,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17045,DeprecatedCodeword_17045,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17049,DeprecatedCodeword_17049,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17051,DeprecatedCodeword_17051,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17059,DeprecatedCodeword_17059,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17072,DeprecatedCodeword_17072,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17073,DeprecatedCodeword_17073,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17077,DeprecatedCodeword_17077,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17079,DeprecatedCodeword_17079,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17083,DeprecatedCodeword_17083,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17090,DeprecatedCodeword_17090,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17097,DeprecatedCodeword_17097,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17099,DeprecatedCodeword_17099,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17102,DeprecatedCodeword_17102,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17106,DeprecatedCodeword_17106,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_1711,DeprecatedCodeword_1711,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17117,DeprecatedCodeword_17117,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17120,DeprecatedCodeword_17120,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_1713,DeprecatedCodeword_1713,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17131,DeprecatedCodeword_17131,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17134,DeprecatedCodeword_17134,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17136,DeprecatedCodeword_17136,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17137,DeprecatedCodeword_17137,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17139,DeprecatedCodeword_17139,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17144,DeprecatedCodeword_17144,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17149,DeprecatedCodeword_17149,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17157,DeprecatedCodeword_17157,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17168,DeprecatedCodeword_17168,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17173,DeprecatedCodeword_17173,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17176,DeprecatedCodeword_17176,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17181,DeprecatedCodeword_17181,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17182,DeprecatedCodeword_17182,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17198,DeprecatedCodeword_17198,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_172,DeprecatedCodeword_172,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17203,DeprecatedCodeword_17203,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17205,DeprecatedCodeword_17205,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17218,DeprecatedCodeword_17218,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17219,DeprecatedCodeword_17219,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17227,DeprecatedCodeword_17227,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17238,DeprecatedCodeword_17238,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17241,DeprecatedCodeword_17241,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17253,DeprecatedCodeword_17253,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17264,DeprecatedCodeword_17264,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17273,DeprecatedCodeword_17273,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17275,DeprecatedCodeword_17275,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17279,DeprecatedCodeword_17279,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17282,DeprecatedCodeword_17282,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17283,DeprecatedCodeword_17283,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17288,DeprecatedCodeword_17288,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17290,DeprecatedCodeword_17290,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17299,DeprecatedCodeword_17299,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_1730,DeprecatedCodeword_1730,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17301,DeprecatedCodeword_17301,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17303,DeprecatedCodeword_17303,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17304,DeprecatedCodeword_17304,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17305,DeprecatedCodeword_17305,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17309,DeprecatedCodeword_17309,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17313,DeprecatedCodeword_17313,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17314,DeprecatedCodeword_17314,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17320,DeprecatedCodeword_17320,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17343,DeprecatedCodeword_17343,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17349,DeprecatedCodeword_17349,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17369,DeprecatedCodeword_17369,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_1737,DeprecatedCodeword_1737,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17376,DeprecatedCodeword_17376,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_17379,DeprecatedCodeword_17379,Gene Expression,DeprecatedCodeword
DeprecatedCodeword_1738,DeprecatedCodeword_1738,Gene Expression,DeprecatedCodeword
